arquivo,linha,tag,texto,href,classes,style_inline,disabled
templates/representantes/visualizar.html,1,a,Ver,"{{ url_for('processos.visualizar', processo_id=processo.id) }}",nav-btn nav-btn-secondary,height:28px;padding:0 10px;font-size:12px;,False
templates/representantes/visualizar.html,1,a,Voltar,{{ url_for('representantes.index') }},nav-btn nav-btn-secondary,-,False
templates/representantes/visualizar.html,1,button,-,-,btn-close btn-close-white,-,False
templates/representantes/visualizar.html,1,button,Cancelar,-,nav-btn nav-btn-secondary,-,False
templates/representantes/visualizar.html,1,button,Excluir,-,nav-btn nav-btn-danger,-,False
templates/representantes/visualizar.html,1,button,Excluir,-,nav-btn nav-btn-danger,-,False
templates/representantes/visualizar.html,1,span,Editar,-,nav-btn nav-btn-secondary,opacity:.45;cursor:not-allowed;pointer-events:none;,False
templates/reset_password.html,1,button,Redefinir Senha,-,auth-btn,-,False
templates/titulares/editar.html,1,a,Cancelar,"{{ url_for('titulares.visualizar', titular_id=titular.id) }}",nt-btn-cancel,-,False
templates/titulares/editar.html,1,a,Histórico,"{{ url_for('titulares.visualizar', titular_id=titular.id) }}",nav-btn nav-btn-secondary,-,False
templates/titulares/editar.html,1,a,Titulares,{{ url_for('titulares.index') }},nav-btn nav-btn-secondary,-,False
templates/titulares/editar.html,1,button,Salvar Alterações,-,nt-btn-save,-,False
templates/titulares/index.html,1,a,-,"{{ url_for('titulares.editar', titular_id=titular.id) }}",nav-btn nav-btn-primary,height:28px;padding:0 10px;font-size:12px;,False
templates/titulares/index.html,1,a,Histórico,"{{ url_for('titulares.visualizar', titular_id=titular.id) }}",nav-btn nav-btn-info,height:28px;padding:0 10px;font-size:12px;,False
templates/titulares/index.html,1,a,Limpar,{{ url_for('titulares.index') }},nav-btn nav-btn-danger flex-fill,justify-content:center;,False
templates/titulares/index.html,1,a,Novo Titular,{{ url_for('titulares.novo') }},nav-btn nav-btn-primary,-,False
templates/titulares/index.html,1,button,-,-,nav-btn nav-btn-danger btn-excluir-titular,height:28px;padding:0 10px;font-size:12px;,False
templates/titulares/index.html,1,button,-,-,btn-close btn-close-white,-,False
templates/titulares/index.html,1,button,Cancelar,-,nav-btn nav-btn-secondary,-,False
templates/titulares/index.html,1,button,Excluir,-,nav-btn nav-btn-danger,-,False
templates/titulares/index.html,1,button,Exportar,-,nav-btn nav-btn-secondary dropdown-toggle,-,False
templates/titulares/index.html,1,button,Filtrar,-,nav-btn nav-btn-success flex-fill,-,False
templates/titulares/index.html,1,button,Imprimir,-,nav-btn nav-btn-secondary,-,False
templates/titulares/index.html,1,span,-,-,nav-btn nav-btn-primary,height:28px;padding:0 10px;font-size:12px;opacity:.4;cursor:not-allowed;pointer-events:none;,False
templates/titulares/index.html,1,span,-,-,nav-btn nav-btn-danger,height:28px;padding:0 10px;font-size:12px;opacity:.4;cursor:not-allowed;pointer-events:none;,False
templates/titulares/novo.html,1,a,Cancelar,{{ url_for('titulares.index') }},nt-btn-cancel,-,False
templates/titulares/novo.html,1,a,Titulares,{{ url_for('titulares.index') }},nav-btn nav-btn-secondary,-,False
templates/titulares/novo.html,1,button,Cadastrar Titular,-,nt-btn-save,-,False
templates/titulares/visualizar.html,1,a,Editar,"{{ url_for('titulares.editar', titular_id=titular.id) }}",nav-btn nav-btn-primary,-,False
templates/titulares/visualizar.html,1,a,Ver,"{{ url_for('processos.visualizar', processo_id=processo.id) }}",nav-btn nav-btn-secondary,height:28px;padding:0 10px;font-size:12px;,False
templates/titulares/visualizar.html,1,a,Voltar,{{ url_for('titulares.index') }},nav-btn nav-btn-secondary,-,False
templates/titulares/visualizar.html,1,button,-,-,btn-close btn-close-white,-,False
templates/titulares/visualizar.html,1,button,Cancelar,-,nav-btn nav-btn-secondary,-,False
templates/titulares/visualizar.html,1,button,Excluir,-,nav-btn nav-btn-danger,-,False
templates/titulares/visualizar.html,1,button,Excluir,-,nav-btn nav-btn-danger,-,False
templates/titulares/visualizar.html,1,span,Editar,-,nav-btn nav-btn-secondary,opacity:.45;cursor:not-allowed;pointer-events:none;,False
templates/todos.html,1,a,-,"{{ url_for('processos.visualizar', processo_id=processo.id) }}",tbl-btn view,-,False
templates/todos.html,1,a,-,"{{ url_for('processos.editar', processo_id=processo.id) }}",tbl-btn edit,"color:var(--color-warning, #f59e0b);",False
templates/todos.html,1,a,-,"{{ url_for('processos.editar', processo_id=processo.id) }}",tbl-btn edit,-,False
templates/todos.html,1,a,Baixar como PDF,#,btn btn-dark btn-lg,-,False
templates/todos.html,1,a,Imprimir,#,btn btn-dark btn-lg,-,False
templates/todos.html,1,a,Limpar,{{ url_for('processos.todos') }},btn-filter-clear,-,False
templates/todos.html,1,a,Novo Processo,{{ url_for('processos.novo') }},nav-btn nav-btn-primary,-,False
templates/todos.html,1,button,-,-,tbl-btn del,-,False
templates/todos.html,1,button,-,-,btn-close,-,False
templates/todos.html,1,button,Exportar,-,nav-btn nav-btn-secondary dropdown-toggle,-,False
templates/todos.html,1,button,Fechar,-,btn btn-outline-secondary,-,False
templates/todos.html,1,button,Filtrar,-,btn-filter-apply,-,False
templates/todos.html,1,button,Imprimir,-,nav-btn nav-btn-secondary,-,False
templates/visualizar.html,1,a,Baixar como PDF,"{{ url_for('processos.gerar_pdf', processo_id=processo.id) }}",btn btn-dark btn-lg,-,False
templates/visualizar.html,1,a,Editar,"{{ url_for('processos.editar', processo_id=processo.id) }}",nav-btn nav-btn-warning,-,False
templates/visualizar.html,1,a,Editar,"{{ url_for('processos.editar', processo_id=processo.id) }}",nav-btn nav-btn-primary,-,False
templates/visualizar.html,1,a,Todos,{{ url_for('processos.todos') }},nav-btn nav-btn-secondary,-,False
templates/visualizar.html,1,button,-,-,btn-close,-,False
templates/visualizar.html,1,button,-,-,btn-close btn-close-white,-,False
templates/visualizar.html,1,button,Cancelar,-,btn btn-outline-secondary,-,False
templates/visualizar.html,1,button,Excluir,-,nav-btn nav-btn-danger,-,False
templates/visualizar.html,1,button,Excluir Permanentemente,-,btn btn-danger,-,False
templates/visualizar.html,1,button,Exibir,-,btn btn-sm btn-outline-secondary,-,False
templates/visualizar.html,1,button,Fechar,-,btn btn-outline-secondary,-,False
templates/visualizar.html,1,button,Imprimir,-,nav-btn nav-btn-secondary,-,False
templates/visualizar.html,1,button,Imprimir Página,-,btn btn-dark btn-lg,-,False
